Amount_given_elements,Satifible,Heuristic,New_Selected,Switched_polarity,Backtrack,Time

sudoku-0000,22,SAT,Random,8,0,0,11.158285140991211

sudoku-0000,22,SAT,Two-Sided Jeroslow-Wang,20,6,0,16.0472309589386

sudoku-0000,22,SAT,Dynamic largest individual sum,8374,8322,8319,1103.664442539215

sudoku-0001,22,SAT,Random,29,1,0,12.115744590759277

sudoku-0001,22,SAT,Two-Sided Jeroslow-Wang,13,0,0,10.715621709823608

sudoku-0001,22,SAT,Dynamic largest individual sum,179,113,112,24.466476917266846

sudoku-0002,23,SAT,Random,7,2,0,9.583728075027466

sudoku-0002,23,SAT,Two-Sided Jeroslow-Wang,6,0,0,9.184706926345825

sudoku-0002,23,SAT,Dynamic largest individual sum,181,133,131,19.819101333618164

sudoku-0003,23,SAT,Random,12,1,0,9.78297758102417

sudoku-0003,23,SAT,Two-Sided Jeroslow-Wang,7,1,0,9.23505187034607

sudoku-0003,23,SAT,Dynamic largest individual sum,133,89,87,16.72577977180481

sudoku-0004,23,SAT,Random,4,0,0,9.434516429901123

sudoku-0004,23,SAT,Two-Sided Jeroslow-Wang,11,0,0,9.962085962295532

sudoku-0004,23,SAT,Dynamic largest individual sum,91,34,31,14.25412106513977

sudoku-0005,23,SAT,Random,8,1,0,9.176209449768066

sudoku-0005,23,SAT,Two-Sided Jeroslow-Wang,12,2,0,9.451965808868408

sudoku-0005,23,SAT,Dynamic largest individual sum,64,29,28,11.767564296722412

sudoku-0006,23,SAT,Random,2,0,0,8.951576948165894

sudoku-0006,23,SAT,Two-Sided Jeroslow-Wang,5,3,0,9.173507928848267

sudoku-0006,23,SAT,Dynamic largest individual sum,73,57,55,11.02480673789978

sudoku-0007,23,SAT,Random,6,0,0,8.908109664916992

sudoku-0007,23,SAT,Two-Sided Jeroslow-Wang,4,0,0,8.839787721633911

sudoku-0007,23,SAT,Dynamic largest individual sum,27,11,10,9.07393503189087

sudoku-0008,23,SAT,Random,10,1,0,9.380522012710571

sudoku-0008,23,SAT,Two-Sided Jeroslow-Wang,10,1,0,9.482248306274414

sudoku-0008,23,SAT,Dynamic largest individual sum,62,14,13,11.039512157440186

sudoku-0009,23,SAT,Random,22,1,0,11.618409633636475

sudoku-0009,23,SAT,Two-Sided Jeroslow-Wang,9,0,0,9.968652248382568

sudoku-0009,23,SAT,Dynamic largest individual sum,155,97,96,21.74810552597046

sudoku-0010,23,SAT,Random,23,0,0,11.531743288040161

sudoku-0010,23,SAT,Two-Sided Jeroslow-Wang,17,3,0,11.097872972488403

sudoku-0010,23,SAT,Dynamic largest individual sum,655,599,598,79.44040775299072

sudoku-0011,23,SAT,Random,5,1,0,8.773223400115967

sudoku-0011,23,SAT,Two-Sided Jeroslow-Wang,7,0,0,8.706221342086792

sudoku-0011,23,SAT,Dynamic largest individual sum,26,9,8,9.086678981781006

sudoku-0012,23,SAT,Random,10,1,0,9.26490330696106

sudoku-0012,23,SAT,Two-Sided Jeroslow-Wang,4,1,0,9.12399411201477

sudoku-0012,23,SAT,Dynamic largest individual sum,62,25,24,11.558757305145264

sudoku-0013,23,SAT,Random,51,34,30,20.576862812042236

sudoku-0013,23,SAT,Two-Sided Jeroslow-Wang,16,4,0,10.515705585479736

sudoku-0013,23,SAT,Dynamic largest individual sum,233,192,190,29.89650821685791

sudoku-0014,23,SAT,Random,18,1,0,10.46920895576477

sudoku-0014,23,SAT,Two-Sided Jeroslow-Wang,12,4,2,9.849006414413452

sudoku-0014,23,SAT,Dynamic largest individual sum,587,556,554,50.7849497795105

sudoku-0015,23,SAT,Random,4,0,0,9.329792499542236

sudoku-0015,23,SAT,Two-Sided Jeroslow-Wang,13,3,0,10.315318584442139

sudoku-0015,23,SAT,Dynamic largest individual sum,195,148,146,23.800722122192383

sudoku-0016,23,SAT,Random,6,0,0,9.173078775405884

sudoku-0016,23,SAT,Two-Sided Jeroslow-Wang,2,0,0,9.076460599899292

sudoku-0016,23,SAT,Dynamic largest individual sum,50,20,19,10.702282428741455

sudoku-0017,23,SAT,Random,8,0,0,9.209532260894775

sudoku-0017,23,SAT,Two-Sided Jeroslow-Wang,8,0,0,9.192541122436523

sudoku-0017,23,SAT,Dynamic largest individual sum,55,20,19,10.584993362426758

sudoku-0018,23,SAT,Random,11,1,0,9.156601428985596

sudoku-0018,23,SAT,Two-Sided Jeroslow-Wang,1,0,0,8.685183048248291

sudoku-0018,23,SAT,Dynamic largest individual sum,46,30,29,10.684332370758057

sudoku-0019,23,SAT,Random,4,1,0,8.769200325012207

sudoku-0019,23,SAT,Two-Sided Jeroslow-Wang,6,0,0,8.83078646659851

sudoku-0019,23,SAT,Dynamic largest individual sum,44,23,22,10.163981676101685

sudoku-0020,23,SAT,Random,9,1,0,9.223562002182007

sudoku-0020,23,SAT,Two-Sided Jeroslow-Wang,9,4,0,9.273850917816162

sudoku-0020,23,SAT,Dynamic largest individual sum,78,43,42,14.182575225830078

sudoku-0021,24,SAT,Random,13,4,1,10.617475986480713

sudoku-0021,24,SAT,Two-Sided Jeroslow-Wang,12,2,0,10.105886936187744

sudoku-0021,24,SAT,Dynamic largest individual sum,596,559,558,62.636595726013184

sudoku-0022,24,SAT,Random,11,1,0,9.657148122787476

sudoku-0022,24,SAT,Two-Sided Jeroslow-Wang,4,0,0,9.366199016571045

sudoku-0022,24,SAT,Dynamic largest individual sum,339,305,302,35.00213170051575

sudoku-0023,24,SAT,Random,22,1,0,9.759141683578491

sudoku-0023,24,SAT,Two-Sided Jeroslow-Wang,8,2,0,9.025902271270752

sudoku-0023,24,SAT,Dynamic largest individual sum,76,33,32,12.9825119972229

sudoku-0024,24,SAT,Random,17,0,0,9.263514280319214

sudoku-0024,24,SAT,Two-Sided Jeroslow-Wang,5,0,0,9.001003980636597

sudoku-0024,24,SAT,Dynamic largest individual sum,370,342,340,42.57281994819641

sudoku-0025,24,SAT,Random,15,4,0,11.102551460266113

sudoku-0025,24,SAT,Two-Sided Jeroslow-Wang,11,0,0,9.962589502334595

sudoku-0025,24,SAT,Dynamic largest individual sum,230,178,176,25.64000964164734

sudoku-0026,24,SAT,Random,38,22,20,16.671733140945435

sudoku-0026,24,SAT,Two-Sided Jeroslow-Wang,7,0,0,9.234121084213257

sudoku-0026,24,SAT,Dynamic largest individual sum,565,516,514,58.15247702598572

sudoku-0027,24,SAT,Random,10,0,0,9.535226345062256

sudoku-0027,24,SAT,Two-Sided Jeroslow-Wang,8,1,0,10.522022247314453

sudoku-0027,24,SAT,Dynamic largest individual sum,253,180,178,32.13372039794922

sudoku-0028,24,SAT,Random,11,2,0,9.162192583084106

sudoku-0028,24,SAT,Two-Sided Jeroslow-Wang,1,0,0,8.680749654769897

sudoku-0028,24,SAT,Dynamic largest individual sum,94,59,58,13.772315740585327

sudoku-0029,24,SAT,Random,15,1,0,10.778644800186157

sudoku-0029,24,SAT,Two-Sided Jeroslow-Wang,11,0,0,10.611053466796875

sudoku-0029,24,SAT,Dynamic largest individual sum,176,112,111,23.19015145301819

sudoku-0030,24,SAT,Random,14,9,7,10.340429306030273

sudoku-0030,24,SAT,Two-Sided Jeroslow-Wang,4,1,0,9.185013771057129

sudoku-0030,24,SAT,Dynamic largest individual sum,59,25,24,11.23800778388977

sudoku-0031,24,SAT,Random,6,0,0,9.225295782089233

sudoku-0031,24,SAT,Two-Sided Jeroslow-Wang,7,1,0,9.575319766998291

sudoku-0031,24,SAT,Dynamic largest individual sum,266,230,228,26.313805103302002

sudoku-0032,24,SAT,Random,13,0,0,9.590302228927612

sudoku-0032,24,SAT,Two-Sided Jeroslow-Wang,7,1,0,9.714394092559814

sudoku-0032,24,SAT,Dynamic largest individual sum,626,577,574,53.38649320602417

sudoku-0033,24,SAT,Random,20,0,0,10.171641826629639

sudoku-0033,24,SAT,Two-Sided Jeroslow-Wang,1,0,0,8.76039981842041

sudoku-0033,24,SAT,Dynamic largest individual sum,188,141,139,25.111029863357544

